language,top1,top5,mrr,N,shifts_df
Koreguaje,0.0,0.2,0.12266061714467194,5,"  source_concept                target_concept predicted_top1  correct_top1
0         silver                          gold          metal         False
1      mist, fog                         smoke    &lt;hat&gt;         False
2         father  uncle (father&#39;s brother)     stepfather         False
3          cloud                         smoke    black cloud         False
4      mist, fog                         cloud    &lt;hat&gt;         False"
Ingria Finnish,0.0,0.2,0.10169821884133863,5,"    source_concept  ... correct_top1
0           yellow  ...        False
1            white  ...        False
2  stump (of tree)  ...        False
3           Jewish  ...        False
4         fly (n.)  ...        False

[5 rows x 4 columns]"
Motu,0.0,0.2,0.07821014018079392,5,"        source_concept  target_concept      predicted_top1  correct_top1
0                  sun             day           suntanned         False
1                  sun             day           suntanned         False
2            butterfly  butterfly fish    butterfly stroke         False
3                 iron           metal  &lt;cold steel&gt;         False
4  to calculate, count         to read         to multiply         False"
Old Uighur,0.0,0.2,0.11346199026634203,5,"        source_concept target_concept          predicted_top1  correct_top1
0                  sun            day               suntanned         False
1               middle  middle finger                    half         False
2  to calculate, count        to tell             to multiply         False
3             nameless    ring finger  &lt;name of person&gt;         False
4              morning       tomorrow                     day         False"
Nuguria,0.0,0.2,0.05947589460328555,5,"  source_concept target_concept               predicted_top1  correct_top1
0            sun            day                    suntanned         False
1          mouse            rat                     computer         False
2           wing            fin                    parachute         False
3  female breast          udder  nipple (part of the breast)         False
4          fruit            egg                grape harvest         False"
Pamona (Bare’e),0.0,0.2,0.0533687088255384,5,"    source_concept target_concept               predicted_top1  correct_top1
0  top of the head     fontanelle                    nail-head         False
1       man (male)  male (animal)                human, person         False
2            ember            red     term of address to a man         False
3    female breast          udder  nipple (part of the breast)         False
4    lead, plumbum       tin (n.)        jewel, precious stone         False"
Samoan,0.0,0.2,0.05109359933573373,5,"        source_concept target_concept      predicted_top1  correct_top1
0             hand/arm           five                hand         False
1                 iron          metal  &lt;cold steel&gt;         False
2  to hear / to listen        to obey           to listen         False
3  to calculate, count        to read         to multiply         False
4        wild, untamed            shy    incomprehensible         False"
Sundanese,0.0,0.2,0.07503688961136626,5,"     source_concept target_concept               predicted_top1  correct_top1
0             ember            red     term of address to a man         False
1              iron          metal           &lt;cold steel&gt;         False
2     female breast          udder  nipple (part of the breast)         False
3  quiet (vs. loud)           calm               to become mute         False
4     lead, plumbum       tin (n.)        jewel, precious stone         False"
Nenets,0.0,0.2,0.05041424988398715,5,"  source_concept       target_concept      predicted_top1  correct_top1
0          heart               centre    arterial (blood)         False
1           iron                metal  &lt;cold steel&gt;         False
2          white                 salt    white (politics)         False
3            arm  branch (of a river)       handle, gripe         False
4          tooth     elongated object       molar (tooth)         False"
Ojibwe,0.0,0.18181818181818182,0.06867193284615052,11,"                    source_concept  ... correct_top1
0                            moose  ...        False
1                        blueberry  ...        False
2                           summer  ...        False
3                    &lt;berry&gt;  ...        False
4                    &lt;berry&gt;  ...        False
5   strawberry (Fragaria moschata)  ...        False
6               companion, partner  ...        False
7              to hear / to listen  ...        False
8                             cold  ...        False
9                            heart  ...        False
10                           maize  ...        False

[11 rows x 4 columns]"
Mehri,0.0,0.16666666666666666,0.05509944663546926,6,"  source_concept      target_concept  predicted_top1  correct_top1
0       to drink  to smoke (tobacco)           drunk         False
1        to know         to know how   to understand         False
2          mouse                 rat        computer         False
3          horse                girl  unbroken horse         False
4            dog                wolf        dog-rose         False
5           word               thing      dictionary         False"
Kabardian,0.0,0.16666666666666666,0.0891774109523462,6,"        source_concept  ... correct_top1
0                 salt  ...        False
1       to get, obtain  ...        False
2  fox (Vulpes vulpes)  ...        False
3          firm, solid  ...        False
4             fly (n.)  ...        False
5      to grasp, seize  ...        False

[6 rows x 4 columns]"
Chagatai,0.0,0.16666666666666666,0.08387149567990743,6,"          source_concept         target_concept    predicted_top1  correct_top1
0                 to run           hare (Lepus)   to move quickly         False
1                to come               to begin       immediately         False
2                morning               tomorrow               day         False
3                 willow  poplar (Populus alba)        willowherb         False
4  stone (piece of rock)                 bullet  stone (material)         False
5               cauldron        cannon (weapon)      mushroom cap         False"
Yuwana (Hodï),0.0,0.14285714285714285,0.08844470548362711,7,"        source_concept target_concept predicted_top1  correct_top1
0                 body  human, person      body part         False
1  to hear / to listen        to know      to listen         False
2                ready         enough         sooner         False
3             shoulder       clavicle  shoulder pole         False
4  to hear / to listen        to obey      to listen         False
5            mist, fog          cloud    &lt;hat&gt;         False
6              abdomen           womb       pancreas         False"
Batak Toba,0.0,0.14285714285714285,0.07176653587436409,7,"            source_concept  ... correct_top1
0                      dog  ...        False
1  child (son or daughter)  ...        False
2                     rice  ...        False
3                     iron  ...        False
4                 tin (n.)  ...        False
5            lead, plumbum  ...        False
6            lead, plumbum  ...        False

[7 rows x 4 columns]"
Khanty,0.0,0.14285714285714285,0.043435239733539625,7,"       source_concept target_concept      predicted_top1  correct_top1
0              forest        to hunt     bud (on a twig)         False
1                 sky            god                kite         False
2                 sun            day           suntanned         False
3  squirrel (Sciurus)  &lt;money&gt;        hippopotamus         False
4   to see/to look at        to meet      to look inside         False
5                iron          metal  &lt;cold steel&gt;         False
6                 sky        weather                kite         False"
Classical Persian,0.0,0.125,0.034694766555241355,8,"         source_concept  target_concept    predicted_top1  correct_top1
0                 queen            wife   queen, princess         False
1                father            boss        stepfather         False
2                   pit            tomb     opening, hole         False
3                mirror   mirror armour  mirror (website)         False
4                 mouth   opening, hole     mother tongue         False
5                father     grandfather        stepfather         False
6         spade, shovel             oar          to forge         False
7  light, bright, clear  comprehensible        light (n.)         False"
Tajiki,0.0,0.125,0.0693667019840494,16,"          source_concept  ... correct_top1
0                   late  ...        False
1                   fame  ...        False
2   season (of the year)  ...        False
3                  liver  ...        False
4                to sing  ...        False
5                    lip  ...        False
6                  apple  ...        False
7                sadness  ...        False
8          spade, shovel  ...        False
9           bow (weapon)  ...        False
10                horned  ...        False
11                 liver  ...        False
12                  head  ...        False
13              forehead  ...        False
14                   dry  ...        False
15               to read  ...        False

[16 rows x 4 columns]"
Kilivila,0.0,0.125,0.05378914549855145,8,"        source_concept         target_concept      predicted_top1  correct_top1
0    to see/to look at  to beware, be careful      to look inside         False
1              to give                 to let    to present, gift         False
2      to grasp, seize          to understand  to hold (in hands)         False
3               to pay             to revenge               money         False
4                 deaf                 stupid        to make deaf         False
5                 iron                  metal  &lt;cold steel&gt;         False
6  to calculate, count                to read         to multiply         False
7       to taste (tr.)     to try, to attempt          taste (n.)         False"
Mwotlap,0.0,0.125,0.05471981498870083,8,"    source_concept       target_concept            predicted_top1  correct_top1
0          to feel  to hear / to listen      to feel (an emotion)         False
1  to grasp, seize        to understand        to hold (in hands)         False
2        breathing           smell (n.)        to breathe heavily         False
3          to call              to name  to make a telephone call         False
4         to shout              to call                 to scream         False
5      dead (adj.)       phantom, ghost                       egg         False
6       to breathe              to rest        to breathe heavily         False
7         to creak            to scream                    harrow         False"
Bosnian,0.0,0.125,0.07188537159282098,8,"  source_concept  ... correct_top1
0           whip  ...        False
1          horse  ...        False
2         fourth  ...        False
3       fly (n.)  ...        False
4     cross (n.)  ...        False
5          fifth  ...        False
6  idler, loafer  ...        False
7        to gnaw  ...        False

[8 rows x 4 columns]"
Kurdish,0.0,0.12,0.07287128695085208,25,"                 source_concept  ... correct_top1
0                    to go down  ...        False
1                 &lt;fruit&gt;  ...        False
2                         woman  ...        False
3                   long (size)  ...        False
4   to dissolve in liquid (tr.)  ...        False
5                        circle  ...        False
6                  crane (Grus)  ...        False
7                           sun  ...        False
8                      hand/arm  ...        False
9                         tooth  ...        False
10                         wind  ...        False
11                 bow (weapon)  ...        False
12                         nose  ...        False
13                          sky  ...        False
14                       greasy  ...        False
15                         plum  ...        False
16                        empty  ...        False
17                     forehead  ...        False
18                     forehead  ...        False
19            high (size), tall  ...        False
20                         fish  ...        False
21              to grasp, seize  ...        False
22                        young  ...        False
23                         wing  ...        False
24                      morning  ...        False

[25 rows x 4 columns]"
Jewish Aramaic,0.0,0.11764705882352941,0.03345469080126786,17,"        source_concept  ... correct_top1
0                 time  ...        False
1               to fly  ...        False
2                white  ...        False
3    to shine, glitter  ...        False
4                sharp  ...        False
5          spot, stain  ...        False
6                tooth  ...        False
7                sharp  ...        False
8   brilliant, glaring  ...        False
9              to hear  ...        False
10               sharp  ...        False
11               sharp  ...        False
12               sharp  ...        False
13                worm  ...        False
14         dark (adj.)  ...        False
15                worm  ...        False
16          to grow up  ...        False

[17 rows x 4 columns]"
Shughni,0.0,0.1111111111111111,0.08896254182293317,9,"    source_concept  ... correct_top1
0            thick  ...        False
1            thick  ...        False
2  to burn (intr.)  ...        False
3           mother  ...        False
4     young person  ...        False
5            thick  ...        False
6          morning  ...        False
7         to bring  ...        False
8          to read  ...        False

[9 rows x 4 columns]"
Southern Altai,0.0,0.1111111111111111,0.03472657300289502,9,"  source_concept        target_concept          predicted_top1  correct_top1
0            sun                   day               suntanned         False
1         mirror         mirror armour        mirror (website)         False
2         middle         middle finger                    half         False
3         middle         middle finger                    half         False
4         middle         middle finger                    half         False
5    long (size)         middle finger       high (size), tall         False
6          liver  location of emotions                pancreas         False
7       nameless           ring finger  &lt;name of person&gt;         False
8       nameless           ring finger  &lt;name of person&gt;         False"
Brahui,0.0,0.10526315789473684,0.08071789045584002,19,"                  source_concept  ... correct_top1
0              to see/to look at  ...        False
1                    grandfather  ...        False
2                     front part  ...        False
3                           aunt  ...        False
4                            sun  ...        False
5                    grandmother  ...        False
6                    grandfather  ...        False
7                         father  ...        False
8                         mother  ...        False
9           &lt;young animal&gt;  ...        False
10                          girl  ...        False
11  uncle (mother&#39;s brother)  ...        False
12                        father  ...        False
13                        before  ...        False
14                        mother  ...        False
15             to see/to look at  ...        False
16  uncle (mother&#39;s brother)  ...        False
17                        father  ...        False
18                        father  ...        False

[19 rows x 4 columns]"
Church Slavonic,0.0,0.09090909090909091,0.06713944284112068,11,"                  source_concept  ... correct_top1
0                    to swell up  ...        False
1                        to work  ...        False
2                      shapeless  ...        False
3                         before  ...        False
4                  plant (biol.)  ...        False
5                          birch  ...        False
6   grasshopper (Tettigonioidea)  ...        False
7                           word  ...        False
8                          alone  ...        False
9           height (of a person)  ...        False
10               to ask, inquire  ...        False

[11 rows x 4 columns]"
Chechen,0.0,0.09090909090909091,0.03313269919624997,11,"         source_concept  ... correct_top1
0                father  ...        False
1                  iron  ...        False
2                  hoof  ...        False
3                  pain  ...        False
4                sister  ...        False
5              to crawl  ...        False
6        people, nation  ...        False
7            to be born  ...        False
8                father  ...        False
9   to hear / to listen  ...        False
10            to answer  ...        False

[11 rows x 4 columns]"
Udi,0.0,0.06666666666666667,0.028937542169341475,45,"        source_concept  ... correct_top1
0       to walk, to go  ...        False
1        liquid (adj.)  ...        False
2      top, upper part  ...        False
3     glass (material)  ...        False
4          to stand up  ...        False
5             to shout  ...        False
6                arrow  ...        False
7             hand/arm  ...        False
8          transparent  ...        False
9      to spring, jump  ...        False
10              to tin  ...        False
11            hand/arm  ...        False
12                word  ...        False
13   chest (body part)  ...        False
14            to ripen  ...        False
15            to ripen  ...        False
16                 eye  ...        False
17     to burn (intr.)  ...        False
18                wind  ...        False
19                 eye  ...        False
20                 day  ...        False
21              bitter  ...        False
22                 eye  ...        False
23          to go down  ...        False
24               house  ...        False
25              to eat  ...        False
26     to play (intr.)  ...        False
27             to take  ...        False
28              to put  ...        False
29               navel  ...        False
30                snow  ...        False
31               empty  ...        False
32          lower part  ...        False
33                belt  ...        False
34           nest (n.)  ...        False
35             monarch  ...        False
36             to want  ...        False
37  to hold (in hands)  ...        False
38            to go up  ...        False
39            to ripen  ...        False
40             to read  ...        False
41          to correct  ...        False
42             to load  ...        False
43     to play (intr.)  ...        False
44              to put  ...        False

[45 rows x 4 columns]"
Khakas,0.0,0.06666666666666667,0.023403782670508567,15,"         source_concept  ... correct_top1
0      back (body part)  ...        False
1                 white  ...        False
2                   sun  ...        False
3   old man/grandfather  ...        False
4        spruce (Picea)  ...        False
5                 guest  ...        False
6                middle  ...        False
7                middle  ...        False
8           long (size)  ...        False
9             pine-tree  ...        False
10            expensive  ...        False
11                liver  ...        False
12  fox (Vulpes vulpes)  ...        False
13           to respect  ...        False
14             nameless  ...        False

[15 rows x 4 columns]"
Embera,0.0,0.0,0.024840706335631457,5,"        source_concept target_concept      predicted_top1  correct_top1
0              to read       to speak            to write         False
1                 food           meat             to feed         False
2                tooth           beak       molar (tooth)         False
3  to hear / to listen        to obey           to listen         False
4           to breathe        to rest  to breathe heavily         False"
Hittite,0.0,0.0,0.013944528734059039,10,"           source_concept  target_concept        predicted_top1  correct_top1
0                 to read        to speak              to write         False
1          to strike, hit         to kill     to fight, scuffle         False
2               mist, fog           smoke           &lt;hat&gt;         False
3                   heart     to be angry      arterial (blood)         False
4  &lt;name of person&gt;         monarch  to address (someone)         False
5  &lt;name of person&gt;         monarch  to address (someone)         False
6                    womb    to feel pity                 fetus         False
7                   white          silver      white (politics)         False
8          to strike, hit  to defeat, win     to fight, scuffle         False
9               mist, fog           cloud           &lt;hat&gt;         False"
Yidiñ,0.0,0.0,0.022815437231395317,8,"        source_concept       target_concept        predicted_top1  correct_top1
0  to hear / to listen             to think             to listen         False
1  to hear / to listen             to think             to listen         False
2  to hear / to listen          to remember             to listen         False
3  to hear / to listen          to remember             to listen         False
4              to feel  to hear / to listen  to feel (an emotion)         False
5    to see/to look at              to find        to look inside         False
6    to see/to look at  to search, look for        to look inside         False
7       to taste (tr.)   to try, to attempt            taste (n.)         False"
Pitjantjatjara,0.0,0.0,0.003852019673855201,6,"        source_concept       target_concept        predicted_top1  correct_top1
0  to hear / to listen             to think             to listen         False
1  to hear / to listen          to remember             to listen         False
2  to hear / to listen              to know             to listen         False
3              to feel  to hear / to listen  to feel (an emotion)         False
4  to hear / to listen              to obey             to listen         False
5  to hear / to listen        to understand             to listen         False"
Djabugay,0.0,0.0,0.004268269127968608,5,"        source_concept target_concept      predicted_top1  correct_top1
0  to hear / to listen       to think           to listen         False
1                  dew      mist, fog                rain         False
2      to grasp, seize  to understand  to hold (in hands)         False
3              to kiss        to suck   to feel affection         False
4  to hear / to listen        to obey           to listen         False"
Ngarluma,0.0,0.0,0.011367708614769812,5,"        source_concept target_concept       predicted_top1  correct_top1
0  to hear / to listen       to think            to listen         False
1  to hear / to listen        to know            to listen         False
2                  sun            day            suntanned         False
3  to hear / to listen   to recognize            to listen         False
4        little, small          child  unimportant, slight         False"
Tuvaluan,0.0,0.0,0.0028308847758400733,6,"          source_concept target_concept    predicted_top1  correct_top1
0    to hear / to listen       to think         to listen         False
1                   wing            fin         parachute         False
2                   bone         strong         cartilage         False
3    to hear / to listen        to obey         to listen         False
4                  fruit            egg     grape harvest         False
5  stone (piece of rock)          heart  stone (material)         False"
Malayalam,0.0,0.0,0.004401379659411465,16,"             source_concept  ... correct_top1
0                    mother  ...        False
1                       sun  ...        False
2                     ashes  ...        False
3                   curtain  ...        False
4                       sun  ...        False
5                     liver  ...        False
6                      girl  ...        False
7                    to pay  ...        False
8       to calculate, count  ...        False
9                     liver  ...        False
10                   mother  ...        False
11        to see/to look at  ...        False
12                   father  ...        False
13        to see/to look at  ...        False
14  &lt;foreign country&gt;  ...        False
15                    white  ...        False

[16 rows x 4 columns]"
Kuvi,0.0,0.0,0.008399026736321988,5,"  source_concept  ... correct_top1
0         mother  ...        False
1          woman  ...        False
2         mother  ...        False
3         father  ...        False
4     man (male)  ...        False

[5 rows x 4 columns]"
New Latin,0.0,0.0,0.024816521950714942,12,"      source_concept  ... correct_top1
0      clasp, buckle  ...        False
1    drinking vessel  ...        False
2   pig (Sus scrofa)  ...        False
3               room  ...        False
4          flat cake  ...        False
5               whip  ...        False
6               whip  ...        False
7               sour  ...        False
8        guinea fowl  ...        False
9               nose  ...        False
10       dinner fork  ...        False
11           to gnaw  ...        False

[12 rows x 4 columns]"
Mangareva,0.0,0.0,0.007348500837564709,6,"  source_concept target_concept               predicted_top1  correct_top1
0      lightning    electricity                        cloud         False
1         copper       tin (n.)                        metal         False
2           tail          comet                   humpbacked         False
3  female breast          udder  nipple (part of the breast)         False
4           moon          month                      Jupiter         False
5      mist, fog          cloud                  &lt;hat&gt;         False"
Gugu-yimidjir,0.0,0.0,0.0017177897437460024,6,"        source_concept       target_concept  predicted_top1  correct_top1
0                 tree                 fire    &lt;tree&gt;         False
1    to see/to look at  to hear / to listen  to look inside         False
2    to see/to look at  to hear / to listen  to look inside         False
3                 deaf               stupid    to make deaf         False
4  to hear / to listen              to obey       to listen         False
5       to taste (tr.)   to try, to attempt      taste (n.)         False"
Jewish Palestinian Aramaic,0.0,0.0,0.006006423011503299,12,"       source_concept   target_concept        predicted_top1  correct_top1
0    to untie, unbind       to abolish       to be separated         False
1             to hang  to be suspended  swing (hanging seat)         False
2    to untie, unbind           to let       to be separated         False
3    to untie, unbind       to forgive       to be separated         False
4     to return (tr.)        to answer        to reincarnate         False
5           to repeat  to learn, study     to be resurrected         False
6        edge, border    country, land                 fence         False
7    to untie, unbind   to begin (tr.)       to be separated         False
8      to break (tr.)        to refute      to burst / break         False
9   to return (intr.)            again     to be resurrected         False
10   to untie, unbind      to set free       to be separated         False
11            to hang        to depend  swing (hanging seat)         False"
Low German,0.0,0.0,0.020198084140059618,7,"     source_concept  ... correct_top1
0  pig (Sus scrofa)  ...        False
1  pig (Sus scrofa)  ...        False
2              gold  ...        False
3            shield  ...        False
4             earth  ...        False
5              frog  ...        False
6               May  ...        False

[7 rows x 4 columns]"
Middle High German,0.0,0.0,0.0005863932129656696,8,"      source_concept  ... correct_top1
0  heavy (of weight)  ...        False
1          lock (n.)  ...        False
2             market  ...        False
3              tower  ...        False
4      plant (biol.)  ...        False
5              white  ...        False
6        firm, solid  ...        False
7               blue  ...        False

[8 rows x 4 columns]"
Mapudungun,0.0,0.0,0.03784238532119665,6,"  source_concept    target_concept                predicted_top1  correct_top1
0         insect              wasp  grasshopper (Tettigonioidea)         False
1         orphan       poor, needy                         young         False
2           iron  instrument, tool            &lt;cold steel&gt;         False
3          tooth              bone                 molar (tooth)         False
4           moon             month                       Jupiter         False
5         insect          fly (n.)  grasshopper (Tettigonioidea)         False"
Marathi,0.0,0.0,0.023290263785691396,9,"            source_concept  ... correct_top1
0                   insect  ...        False
1                      sun  ...        False
2                   cowrie  ...        False
3                   middle  ...        False
4                    liver  ...        False
5      to hear / to listen  ...        False
6                     bull  ...        False
7  &lt;foreign country&gt;  ...        False
8      pericarp of a lotus  ...        False

[9 rows x 4 columns]"
Middle Persian (Pahlavi),0.0,0.0,0.014527462807952607,7,"           source_concept  ... correct_top1
0                    bone  ...        False
1            ship, vessel  ...        False
2  to practice witchcraft  ...        False
3                to carry  ...        False
4                 forearm  ...        False
5                   house  ...        False
6                elephant  ...        False

[7 rows x 4 columns]"
Tolai (Kuanua),0.0,0.0,0.028112587279516595,6,"        source_concept target_concept    predicted_top1  correct_top1
0     surface of water         mirror        fontanelle         False
1                  sun            day         suntanned         False
2             shoulder       clavicle     shoulder pole         False
3  to hear / to listen        to obey         to listen         False
4  to calculate, count        to read       to multiply         False
5               mirror         window  mirror (website)         False"
Kashub,0.0,0.0,0.0007527114344671017,7,"      source_concept target_concept              predicted_top1  correct_top1
0       scale insect           June  mole cricket (Gryllotalpa)         False
1                big          quick            elongated object         False
2             to cut          quick                    scissors         False
3             to dig        to kick                 to remember         False
4  &lt;foreigner&gt;      cockroach        &lt;ethnic group&gt;         False
5               moon          month                     Jupiter         False
6              sharp          quick                sharpshooter         False"
Warlpiri,0.0,0.0,0.012904200947655558,7,"        source_concept       target_concept        predicted_top1  correct_top1
0  to hear / to listen          to remember             to listen         False
1  to hear / to listen              to know             to listen         False
2              to feel  to hear / to listen  to feel (an emotion)         False
3                  sun                  day             suntanned         False
4                  sun                  day             suntanned         False
5    to see/to look at              to know        to look inside         False
6  to hear / to listen        to understand             to listen         False"
Nyangumarta,0.0,0.0,0.023899884236158242,5,"  source_concept target_concept predicted_top1  correct_top1
0           lung          liver       to cough         False
1            sun      heat (n.)      suntanned         False
2            sun      heat (n.)      suntanned         False
3            sun            day      suntanned         False
4            sun            day      suntanned         False"
Ket,0.0,0.0,0.011666375966382543,11,"       source_concept  ... correct_top1
0       human, person  ...        False
1              corner  ...        False
2                 sky  ...        False
3                 sun  ...        False
4               white  ...        False
5    back (body part)  ...        False
6   light (of weight)  ...        False
7         naked, bare  ...        False
8                moon  ...        False
9    nail (body part)  ...        False
10              blood  ...        False

[11 rows x 4 columns]"
Navajo,0.0,0.0,0.002607788532153552,21,"         source_concept  ... correct_top1
0         human, person  ...        False
1      stone (material)  ...        False
2              to plant  ...        False
3                   sun  ...        False
4                  salt  ...        False
5              to ripen  ...        False
6                  head  ...        False
7      stone (material)  ...        False
8      back (body part)  ...        False
9                fourth  ...        False
10               to pay  ...        False
11                 deaf  ...        False
12    to see/to look at  ...        False
13  to calculate, count  ...        False
14             to plant  ...        False
15                 wind  ...        False
16         bear (Ursus)  ...        False
17             to ripen  ...        False
18                 wind  ...        False
19                third  ...        False
20        second (num.)  ...        False

[21 rows x 4 columns]"
Nanaj,0.0,0.0,0.0092367080017247,13,"         source_concept  ... correct_top1
0        free of charge  ...        False
1                 white  ...        False
2            to be born  ...        False
3                friend  ...        False
4                hammer  ...        False
5      to lie (posture)  ...        False
6                   sky  ...        False
7                 mouth  ...        False
8                friend  ...        False
9                poison  ...        False
10  to calculate, count  ...        False
11          bone marrow  ...        False
12               orphan  ...        False

[13 rows x 4 columns]"
Sirionó,0.0,0.0,0.0075032520144579585,6,"  source_concept target_concept     predicted_top1  correct_top1
0        stomach          heart            abdomen         False
1     many, much      difficult           thousand         False
2            sun            day          suntanned         False
3  mortar (bowl)      mill (n.)         tube, pipe         False
4        to kiss        to suck  to feel affection         False
5      nest (n.)            bed       brood, hatch         False"
Urdu,0.0,0.0,0.0004961022838889039,5,"  source_concept        target_concept predicted_top1  correct_top1
0          ocean            dictionary           wave         False
1          liver               courage       pancreas         False
2          liver         dear, darling       pancreas         False
3          liver  location of emotions       pancreas         False
4          liver  location of emotions       pancreas         False"
Arosi,0.0,0.0,0.02326310265556975,5,"        source_concept  ... correct_top1
0     stone (material)  ...        False
1        molar (tooth)  ...        False
2  to hear / to listen  ...        False
3           to breathe  ...        False
4              to bury  ...        False

[5 rows x 4 columns]"
Crimean Tatar,0.0,0.0,0.013003684890808177,9,"  source_concept target_concept          predicted_top1  correct_top1
0         sickle   harvest time                     bad         False
1            sun            day               suntanned         False
2         sickle           July                     bad         False
3  little, small  little finger     unimportant, slight         False
4         middle  middle finger                    half         False
5         market         Sunday      commerce, business         False
6           belt        rainbow            edge, border         False
7          white           swan        white (politics)         False
8       nameless    ring finger  &lt;name of person&gt;         False"
Luiseño,0.0,0.0,0.010127425931840925,6,"        source_concept target_concept predicted_top1  correct_top1
0                  day        weather           year         False
1                  sun            day      suntanned         False
2                house     motherland            day         False
3  to hear / to listen        to obey      to listen         False
4                  sun        weather      suntanned         False
5                metal          money         copper         False"
Mojave,0.0,0.0,0.007490817922573437,9,"  source_concept target_concept predicted_top1  correct_top1
0            day        weather           year         False
1            sun            day      suntanned         False
2         fourth       Thursday          sixth         False
3          fifth         Friday          sixth         False
4          first         Monday      beginning         False
5            sun   watch, clock      suntanned         False
6            sun        weather      suntanned         False
7          third      Wednesday  second (num.)         False
8  second (num.)        Tuesday        other`s         False"
Dargwa (literary),0.0,0.0,0.09974931129476583,5,"  source_concept   target_concept       predicted_top1  correct_top1
0            sun              day            suntanned         False
1        to sing          to read             to speak         False
2  little, small            child  unimportant, slight         False
3        to read  to learn, study             to write         False
4        to read  to learn, study             to write         False"
Karakalpak,0.0,0.0,0.0172549726092209,7,"      source_concept   target_concept          predicted_top1  correct_top1
0                sun              day               suntanned         False
1     to get, obtain  can, to be able       to get (in games)         False
2             middle    middle finger                    half         False
3             middle    middle finger                    half         False
4    to grasp, seize   to get, obtain      to hold (in hands)         False
5           nameless      ring finger  &lt;name of person&gt;         False
6  to see/to look at          to like          to look inside         False"
Kombio,0.0,0.0,0.008730589145754756,5,"        source_concept        target_concept predicted_top1  correct_top1
0                  sun                   day      suntanned         False
1                 lung  location of emotions       to cough         False
2                liver  location of emotions       pancreas         False
3  to hear / to listen               to obey      to listen         False
4              stomach  location of emotions        abdomen         False"
Bariai,0.0,0.0,0.00871912087059459,5,"        source_concept        target_concept    predicted_top1  correct_top1
0                  sun                   day         suntanned         False
1                heart                  lung  arterial (blood)         False
2                liver  location of emotions          pancreas         False
3                liver                 heart          pancreas         False
4  to hear / to listen               to obey         to listen         False"
Wik-Mungkan,0.0,0.0,0.009863184723337848,5,"        source_concept  ... correct_top1
0                  sun  ...        False
1              to kiss  ...        False
2  to hear / to listen  ...        False
3              to wait  ...        False
4  to hear / to listen  ...        False

[5 rows x 4 columns]"
Manx,0.0,0.0,0.0036122797691240383,6,"            source_concept  ... correct_top1
0                     room  ...        False
1            lead, plumbum  ...        False
2                      dog  ...        False
3                      bed  ...        False
4  &lt;foreign country&gt;  ...        False
5                    water  ...        False

[6 rows x 4 columns]"
Beja,0.0,0.0,0.0054985939103459605,6,"        source_concept target_concept      predicted_top1  correct_top1
0    to see/to look at  to understand      to look inside         False
1    to see/to look at       opposite      to look inside         False
2            breathing           soul  to breathe heavily         False
3  to hear / to listen        to obey           to listen         False
4  to hear / to listen        to obey           to listen         False
5    to see/to look at       to visit      to look inside         False"
Ngadha,0.0,0.0,0.0017099711858359332,5,"    source_concept target_concept               predicted_top1  correct_top1
0              lip           word                         face         False
1  top of the head     fontanelle                    nail-head         False
2            heart  banana flower             arterial (blood)         False
3             name     reputation     term of address to a man         False
4    female breast          udder  nipple (part of the breast)         False"
Wolane,0.0,0.0,0.0007614655491662449,6,"    source_concept             target_concept    predicted_top1  correct_top1
0  to move quickly  to become ready (of food)   to slow, linger         False
1            heart                      brave  arterial (blood)         False
2             soot                      black       to copulate         False
3     to go around                  to defend        to pass by         False
4             worm                      snake            insect         False
5           winter                       year              snow         False"
Bikol,0.0,0.0,0.0014776690983202044,6,"  source_concept  ... correct_top1
0          heart  ...        False
1         silver  ...        False
2         pillow  ...        False
3  female breast  ...        False
4  lead, plumbum  ...        False
5       shoulder  ...        False

[6 rows x 4 columns]"
Kayan (of Borneo),0.0,0.0,0.0004425573600708185,5,"  source_concept  ... correct_top1
0          heart  ...        False
1      nest (n.)  ...        False
2         silver  ...        False
3           twin  ...        False
4         orphan  ...        False

[5 rows x 4 columns]"
Romansh,0.0,0.0,0.009437075884159353,9,"      source_concept  target_concept            predicted_top1  correct_top1
0              pearl     guinea fowl     property, possessions         False
1              apple          potato  albumen, white of an egg         False
2              horse  knight (chess)            unbroken horse         False
3  &lt;foreigner&gt;       cockroach      &lt;ethnic group&gt;         False
4            to weed            June                    farmer         False
5                hay            July                    tonsil         False
6                dog   seal (animal)                  dog-rose         False
7             runner  bishop (chess)             unit of speed         False
8             almond          tonsil                     apple         False"
Ilokano,0.0,0.0,0.04942772704280041,6,"            source_concept  ... correct_top1
0            molar (tooth)  ...        False
1                     star  ...        False
2  child (son or daughter)  ...        False
3                   number  ...        False
4                     gold  ...        False
5                 umbrella  ...        False

[6 rows x 4 columns]"
Rennellese,0.0,0.0,0.025797910311838312,5,"          source_concept target_concept    predicted_top1  correct_top1
0  stone (piece of rock)    grain, seed  stone (material)         False
1    to hear / to listen        to obey         to listen         False
2              to go out     to be born       to go, walk         False
3                  fruit            egg     grape harvest         False
4                   weak           lazy          weakness         False"
Wolio,0.0,0.0,0.02254783011473348,6,"          source_concept  ... correct_top1
0  stone (piece of rock)  ...        False
1          female breast  ...        False
2    to hear / to listen  ...        False
3               tin (n.)  ...        False
4          lead, plumbum  ...        False
5          lead, plumbum  ...        False

[6 rows x 4 columns]"
