language,top1,top5,mrr,N,shifts_df
Kildin Saami,0.04,0.08,0.0570858934883838,25,"             source_concept  ... correct_top1
0                 to go out  ...        False
1             &lt;fruit&gt;  ...        False
2   to turn, rotate (intr.)  ...        False
3               dark (adj.)  ...        False
4                   to feel  ...        False
5                       sun  ...         True
6                to be born  ...        False
7                   to flow  ...        False
8                  to carry  ...        False
9                      iron  ...        False
10           to get, obtain  ...        False
11           to get, obtain  ...        False
12      to soil, make dirty  ...        False
13        heavy (of weight)  ...        False
14            to hide (tr.)  ...        False
15      to calculate, count  ...        False
16                  to bark  ...        False
17                 to throw  ...        False
18                     head  ...        False
19                     moon  ...        False
20                    storm  ...        False
21          old (vs. young)  ...        False
22                     cold  ...        False
23              to sit down  ...        False
24                     head  ...        False

[25 rows x 4 columns]"
Thai,0.0392156862745098,0.16666666666666666,0.10542993479623271,102,"             source_concept  ... correct_top1
0            entada (plant)  ...        False
1    Gemini (constellation)  ...        False
2                     ashes  ...        False
3                  bathroom  ...        False
4                     black  ...        False
..                      ...  ...          ...
97             lord, master  ...        False
98             lord, master  ...        False
99                    heart  ...        False
100                   blood  ...        False
101                    rake  ...        False

[102 rows x 4 columns]"
Croatian,0.03875968992248062,0.17829457364341086,0.10406978964132331,129,"         source_concept  ... correct_top1
0             how many?  ...        False
1              to touch  ...        False
2                   raw  ...        False
3                strong  ...         True
4               to bite  ...        False
..                  ...  ...          ...
124  to try, to attempt  ...        False
125                body  ...        False
126   to see/to look at  ...        False
127      sheet of paper  ...        False
128                face  ...        False

[129 rows x 4 columns]"
Bulgarian,0.03787878787878788,0.11363636363636363,0.08038709167529252,132,"          source_concept  ... correct_top1
0              how many?  ...        False
1                 donkey  ...        False
2    skin (of an animal)  ...        False
3                    sea  ...        False
4       back (body part)  ...        False
..                   ...  ...          ...
127                place  ...        False
128                  red  ...        False
129                 knot  ...        False
130        second (num.)  ...        False
131                snake  ...        False

[132 rows x 4 columns]"
Batsbi,0.03773584905660377,0.16981132075471697,0.09878547170526221,53,"                 source_concept  ... correct_top1
0                     how many?  ...        False
1                         smoke  ...        False
2                      to guess  ...        False
3                          blue  ...        False
4                   to swell up  ...        False
5   strong (of liquid or smell)  ...        False
6          back of the axe head  ...        False
7                       stomach  ...        False
8                     mist, fog  ...        False
9                          bird  ...        False
10                        voice  ...        False
11                        tooth  ...        False
12                         lost  ...        False
13            to live, be alive  ...        False
14            to see/to look at  ...        False
15              to grasp, seize  ...        False
16                       to put  ...        False
17                         hair  ...        False
18                      thunder  ...        False
19                         rain  ...        False
20                       to die  ...        False
21                        horse  ...        False
22                        horse  ...        False
23                      eyebrow  ...         True
24                          god  ...        False
25                         name  ...        False
26                        water  ...        False
27                     hand/arm  ...        False
28                     foot/leg  ...         True
29                       radish  ...        False
30             to pull, to draw  ...        False
31             to pull, to draw  ...        False
32                     to forge  ...        False
33          to hear / to listen  ...        False
34          to hear / to listen  ...        False
35               low (location)  ...        False
36              to make, create  ...        False
37                    side (n.)  ...        False
38                        first  ...        False
39          to cry (of animals)  ...        False
40                       broken  ...        False
41              to grasp, seize  ...        False
42                narrow, close  ...        False
43                      to gnaw  ...        False
44                     fishbone  ...        False
45                         deaf  ...        False
46                    to wither  ...        False
47                  to make sit  ...        False
48                  to make sit  ...        False
49                     to reach  ...        False
50                      to mill  ...        False
51                       bitter  ...        False
52                         frog  ...        False

[53 rows x 4 columns]"
Mongolian (Khalkha),0.03765690376569038,0.11297071129707113,0.07674010135347291,239,"          source_concept  ... correct_top1
0              how many?  ...        False
1                  other  ...        False
2                    end  ...        False
3               to press  ...        False
4                   fame  ...        False
..                   ...  ...          ...
234                  sun  ...        False
235  to search, look for  ...        False
236                  pot  ...        False
237                 head  ...        False
238                 fire  ...        False

[239 rows x 4 columns]"
Turkish,0.03759398496240601,0.10776942355889724,0.07741252593453149,399,"               source_concept  ... correct_top1
0                   butterfly  ...         True
1           to see/to look at  ...        False
2                to mix, stir  ...        False
3               mountain pass  ...        False
4         lion (Panthera leo)  ...        False
..                        ...  ...          ...
394       to search, look for  ...        False
395              to fall down  ...        False
396                      frog  ...        False
397                       ram  ...        False
398  albumen, white of an egg  ...        False

[399 rows x 4 columns]"
Aghul,0.0375,0.1875,0.10386691697637807,80,"         source_concept  ... correct_top1
0     to see/to look at  ...        False
1                 smoke  ...        False
2        to walk, to go  ...        False
3   skin (of an animal)  ...        False
4    hunt (n.), hunting  ...        False
..                  ...  ...          ...
75              to read  ...        False
76                tooth  ...        False
77          in front of  ...        False
78     to be in a hurry  ...        False
79            to answer  ...        False

[80 rows x 4 columns]"
Albanian,0.03571428571428571,0.17857142857142858,0.07761460626834575,28,"         source_concept  ... correct_top1
0                 ashes  ...        False
1              to strew  ...        False
2      pig (Sus scrofa)  ...        False
3                 paper  ...        False
4                   son  ...         True
5                 heart  ...        False
6                yellow  ...        False
7                 belly  ...        False
8           to struggle  ...        False
9          short (size)  ...        False
10              to sing  ...        False
11         to smell bad  ...        False
12      to spring, jump  ...        False
13              harvest  ...        False
14                eight  ...        False
15  fox (Vulpes vulpes)  ...        False
16   tongue (body part)  ...        False
17  to hear / to listen  ...        False
18         sweet cherry  ...        False
19                seven  ...        False
20                 cold  ...        False
21                  ten  ...        False
22                 nine  ...        False
23         branch, twig  ...        False
24           St. Andrew  ...        False
25               almond  ...        False
26                  sun  ...        False
27                 frog  ...        False

[28 rows x 4 columns]"
Tabassaran,0.03571428571428571,0.13392857142857142,0.07539263794964947,112,"        source_concept       target_concept        predicted_top1  correct_top1
0              soldier  jack (playing card)                  army         False
1    to see/to look at              to wait  to watch, look after         False
2         blood vessel               tendon                 heart         False
3                  boy                  son                 child         False
4                bread                 food                potato         False
..                 ...                  ...                   ...           ...
107      wild, untamed                  bad         male (animal)         False
108            to mill     to talk nonsense        reed (in loom)         False
109   brain (cerebrum)            mind (n.)                  head         False
110  pole (long stick)          tall person        side of a coin         False
111  pole (long stick)          tall person        side of a coin         False

[112 rows x 4 columns]"
Yakut,0.03553299492385787,0.1065989847715736,0.06853338542114475,197,"          source_concept         target_concept  predicted_top1  correct_top1
0            wide, broad             flat (adj)  unit of length         False
1           to fall down                 to die  to defeat, win         False
2              expensive              difficult           money         False
3                to bite             to quarrel           mouth         False
4                   blue                  green             day         False
..                   ...                    ...             ...           ...
192  to hear / to listen          to understand        to speak         False
193           to crackle                 to eat            lean         False
194  to search, look for           to ask (for)   to understand         False
195         to mix, stir              to hinder         to pour         False
196            to answer  to be responsible for         to obey         False

[197 rows x 4 columns]"
Waray,0.034482758620689655,0.27586206896551724,0.17318494128435932,29,"              source_concept  ... correct_top1
0                        sun  ...         True
1                grandfather  ...        False
2                     father  ...        False
3                     father  ...        False
4                     father  ...        False
5                finger-ring  ...        False
6                      mouse  ...        False
7                      mouse  ...        False
8                      mouse  ...        False
9                      mouse  ...        False
10                  scorpion  ...        False
11                       egg  ...        False
12                       sun  ...        False
13                     white  ...        False
14                    father  ...        False
15                    father  ...        False
16                    father  ...        False
17                    pillow  ...        False
18                   to want  ...        False
19                   to want  ...        False
20                      moon  ...        False
21             wild, untamed  ...        False
22             wild, untamed  ...        False
23             wild, untamed  ...        False
24             wild, untamed  ...        False
25           to boil (intr.)  ...        False
26                    copper  ...        False
27  to follow, go after smb.  ...        False
28  to follow, go after smb.  ...        False

[29 rows x 4 columns]"
Georgian,0.034482758620689655,0.20689655172413793,0.09932930318369652,29,"            source_concept  ... correct_top1
0                how many?  ...        False
1           to break (tr.)  ...        False
2                      sea  ...        False
3        to see/to look at  ...        False
4         pig (Sus scrofa)  ...         True
5                   sister  ...        False
6                     whip  ...        False
7            human, person  ...        False
8                   silver  ...        False
9                    elder  ...        False
10                     dog  ...        False
11                 to work  ...        False
12                    face  ...        False
13                 thunder  ...        False
14                   salad  ...        False
15                   black  ...        False
16      letter (character)  ...        False
17              cross (n.)  ...        False
18                    belt  ...        False
19                   blind  ...        False
20                  Sunday  ...        False
21                   fifth  ...        False
22           stopper, plug  ...        False
23  monster (supernatural)  ...        False
24         queen, princess  ...        False
25                   third  ...        False
26                 monarch  ...        False
27                     sun  ...        False
28                    face  ...        False

[29 rows x 4 columns]"
Zulu,0.034482758620689655,0.06896551724137931,0.055533523254693934,29,"              source_concept  ... correct_top1
0          to see/to look at  ...        False
1          to see/to look at  ...        False
2                 blacksmith  ...        False
3                   hand/arm  ...        False
4                 loud sound  ...        False
5                      liver  ...        False
6            to grasp, seize  ...        False
7                      skull  ...        False
8                        sun  ...         True
9          to see/to look at  ...        False
10                to do, act  ...        False
11         to make scratches  ...        False
12                    father  ...        False
13    to braid, plait, weave  ...        False
14                    father  ...        False
15                     house  ...        False
16                    to pay  ...        False
17                       sky  ...        False
18       to calculate, count  ...        False
19                   rooster  ...        False
20             to hide (tr.)  ...        False
21       digit (mathematics)  ...        False
22       to hear / to listen  ...        False
23                   to wait  ...        False
24          to untie, unbind  ...        False
25       to search, look for  ...        False
26       to calculate, count  ...        False
27  to follow, go after smb.  ...        False
28                   to fear  ...        False

[29 rows x 4 columns]"
Classical Arabic,0.03412073490813648,0.07874015748031496,0.057543651335915234,381,"                  source_concept  ... correct_top1
0                    hard, solid  ...        False
1                        to read  ...        False
2          stone (piece of rock)  ...        False
3                         to sow  ...        False
4              to see/to look at  ...        False
..                           ...  ...          ...
376  to make a mistake, be wrong  ...        False
377                         fire  ...        False
378            root (of a plant)  ...        False
379     to follow, go after smb.  ...        False
380                     to judge  ...        False

[381 rows x 4 columns]"
Syriac,0.03333333333333333,0.06666666666666667,0.06233053366021987,30,"             source_concept  ... correct_top1
0                      fame  ...        False
1                   saffron  ...        False
2                    to fly  ...        False
3                    yellow  ...        False
4        tongue (body part)  ...        False
5                       bee  ...        False
6                       wax  ...        False
7        brilliant, glaring  ...        False
8                    donkey  ...        False
9           to grasp, seize  ...        False
10                to repeat  ...        False
11                    mouse  ...        False
12                  to want  ...        False
13        &lt;body part&gt;  ...        False
14                     womb  ...        False
15                to suffer  ...        False
16               bile, gall  ...        False
17       brilliant, glaring  ...        False
18                breathing  ...        False
19                   middle  ...         True
20  child (son or daughter)  ...        False
21                     face  ...        False
22       to hold (in hands)  ...        False
23                to pierce  ...        False
24                    liver  ...        False
25             to feel pity  ...        False
26                     word  ...        False
27                wild boar  ...        False
28   monster (supernatural)  ...        False
29                    white  ...        False

[30 rows x 4 columns]"
Farsi,0.032679738562091505,0.13725490196078433,0.0789043748174307,153,"        source_concept  ... correct_top1
0              abdomen  ...        False
1               donkey  ...        False
2                 late  ...        False
3                 fame  ...        False
4        &lt;fruit&gt;  ...        False
..                 ...  ...          ...
148        in front of  ...        False
149        open (adj.)  ...        False
150       wood, timber  ...        False
151              sharp  ...        False
152  root (of a plant)  ...        False

[153 rows x 4 columns]"
Macedonian,0.03225806451612903,0.1774193548387097,0.09928433907781668,62,"                 source_concept  ... correct_top1
0      albumen, white of an egg  ...        False
1                    spawn, roe  ...        False
2                        turkey  ...        False
3          tailor&#39;s thimble  ...        False
4                    light (n.)  ...        False
..                          ...  ...          ...
57                         knot  ...        False
58          to search, look for  ...        False
59     albumen, white of an egg  ...        False
60               sheet of paper  ...        False
61  to make a mistake, be wrong  ...        False

[62 rows x 4 columns]"
Khamnigan Mongol,0.03225806451612903,0.12903225806451613,0.0857783553286972,31,"                        source_concept  ... correct_top1
0                            how many?  ...        False
1                             to touch  ...        False
2                             to press  ...        False
3                                 blue  ...        False
4                                 left  ...        False
5                                voice  ...        False
6                               circle  ...        False
7                       matter, affair  ...        False
8                     right (vs. left)  ...        False
9                                 lost  ...        False
10                          finger/toe  ...        False
11                                 bad  ...        False
12                              to die  ...        False
13                &lt;young animal&gt;  ...        False
14                             monarch  ...        False
15                     younger brother  ...        False
16                     top, upper part  ...        False
17                     top, upper part  ...        False
18                              middle  ...         True
19                               house  ...        False
20                              cloudy  ...        False
21                               owner  ...        False
22                             to salt  ...        False
23                               arrow  ...        False
24                               liver  ...        False
25                           to go out  ...        False
26  to make smb/smth light (of weight)  ...        False
27                      low (location)  ...        False
28                         hard, solid  ...        False
29                               bitch  ...        False
30                      mosquito, gnat  ...        False

[31 rows x 4 columns]"
Latin,0.03177966101694915,0.1038135593220339,0.06805965343880319,472,"            source_concept  ... correct_top1
0       letter (character)  ...         True
1                  to read  ...        False
2                work (n.)  ...        False
3    stone (piece of rock)  ...        False
4                   sheath  ...        False
..                     ...  ...          ...
467                 winter  ...        False
468      to take off (tr.)  ...        False
469                  sword  ...        False
470              to answer  ...        False
471                to sing  ...        False

[472 rows x 4 columns]"
Jarawara,0.03125,0.09375,0.07571089851580341,32,"        source_concept     target_concept        predicted_top1  correct_top1
0               strong               very                  good         False
1             to ripen  to ferment, yeast           grain, seed         False
2    to see/to look at     to begin (tr.)  to watch, look after         False
3    to see/to look at            to feel  to watch, look after         False
4             to think           to speak       to have opinion         False
5             to think           to speak       to have opinion         False
6         to ask (for)    to ask, inquire               to obey         False
7               behind              after            front part         False
8    root (of a plant)            courage     root (arithmetic)         False
9       to begin (tr.)           to teach             beginning         False
10              to sit    to remain, stay               to rest         False
11                 lip       edge, border               eyelash         False
12            hand/arm               wing         middle finger         False
13             to give            to sell       to have opinion         False
14    to thrust (into)           to sting               to kick         False
15              shadow     phantom, ghost                mirror         False
16              to eat            to ache                  food         False
17    back (body part)             behind            front part         False
18              strong            healthy                  good         False
19      to draw, paint           to write       to make, create         False
20          man (male)            husband               husband          True
21             to suck           to drink                stupid         False
22  skin (of a person)   bark (of a tree)               eyelash         False
23          to breathe            to rest                  lung         False
24                moon              month                 comet         False
25            to throw             to sow        to strike, hit         False
26       lead, plumbum             bullet                  gold         False
27                 sun       watch, clock                   day         False
28         grandfather              uncle              ancestor         False
29              to sit     to be situated               to rest         False
30             to want            to love       to have opinion         False
31         in front of             before                  boss         False"
Amharic,0.02768166089965398,0.10034602076124567,0.06510052580427096,289,"                     source_concept  ... correct_top1
0                              face  ...        False
1                  to untie, unbind  ...        False
2                           abdomen  ...        False
3                   sated with food  ...        False
4                               ear  ...        False
..                              ...  ...          ...
284                            life  ...        False
285  to light, to kindle (the fire)  ...        False
286                         to find  ...        False
287                  to begin (tr.)  ...        False
288                           cheek  ...        False

[289 rows x 4 columns]"
Malay,0.02631578947368421,0.15789473684210525,0.09398570321117586,76,"                  source_concept  ... correct_top1
0               glass (material)  ...        False
1       to follow, go after smb.  ...        False
2                           body  ...        False
3   grasshopper (Tettigonioidea)  ...        False
4                    to stand up  ...        False
..                           ...  ...          ...
71       shoulder-blade, scapula  ...        False
72       shoulder-blade, scapula  ...        False
73                  &lt;bird&gt;  ...        False
74                          rake  ...        False
75                          rake  ...        False

[76 rows x 4 columns]"
Ingush,0.02631578947368421,0.07894736842105263,0.0573404553478601,38,"         source_concept  ... correct_top1
0     to see/to look at  ...        False
1       sated with food  ...        False
2                   raw  ...        False
3                bottom  ...        False
4             sack, bag  ...        False
5                  bird  ...        False
6                   ear  ...        False
7                 white  ...        False
8                corner  ...        False
9     light (of weight)  ...        False
10          soft (adj.)  ...        False
11               curved  ...        False
12      to rotate (tr.)  ...        False
13                  sky  ...        False
14          to stand up  ...        False
15               centre  ...        False
16               circle  ...        False
17              to dawn  ...        False
18                 bead  ...        False
19               basket  ...        False
20        to turn round  ...        False
21    heavy (of weight)  ...        False
22        wild, untamed  ...        False
23  to calculate, count  ...        False
24                heart  ...        False
25     to pull, to draw  ...        False
26             dandruff  ...        False
27  to hear / to listen  ...        False
28     to pull, to draw  ...        False
29                width  ...        False
30     glass (material)  ...         True
31           cover, lid  ...        False
32       to strike, hit  ...        False
33     to stick, adhere  ...        False
34        human, person  ...        False
35              to read  ...        False
36          in front of  ...        False
37       chopped billet  ...        False

[38 rows x 4 columns]"
Tigrinya,0.02617801047120419,0.06806282722513089,0.04436085213528438,191,"                source_concept  ... correct_top1
0                       strong  ...        False
1                        white  ...        False
2                          raw  ...        False
3             to smear, anoint  ...        False
4             to smear, anoint  ...        False
..                         ...  ...          ...
186                       bird  ...        False
187                    to mill  ...        False
188  thick (of a growth, hair)  ...        False
189                    touched  ...        False
190                    to find  ...        False

[191 rows x 4 columns]"
Russian,0.024932614555256066,0.08018867924528301,0.054424435990823625,1484,"                      source_concept  ... correct_top1
0                             funnel  ...        False
1                      to make noise  ...        False
2                      to make noise  ...        False
3                      to make noise  ...        False
4                            to lead  ...        False
...                              ...  ...          ...
1479                  box, container  ...        False
1480  to light, to kindle (the fire)  ...        False
1481                    bear (Ursus)  ...        False
1482                     firm, solid  ...        False
1483                     firm, solid  ...        False

[1484 rows x 4 columns]"
Old Slavonic,0.024390243902439025,0.12195121951219512,0.07439572229139982,41,"        source_concept  ... correct_top1
0        to make noise  ...        False
1        to make noise  ...        False
2                grass  ...        False
3             inflated  ...        False
4                  boy  ...        False
5           light (n.)  ...        False
6    to live, be alive  ...        False
7    to live, be alive  ...        False
8                 near  ...        False
9            to defend  ...        False
10    to take prisoner  ...        False
11            straight  ...        False
12                cave  ...        False
13                door  ...        False
14       to give birth  ...        False
15           to suffer  ...        False
16           to suffer  ...        False
17           breathing  ...        False
18           breathing  ...        False
19                time  ...        False
20               storm  ...        False
21            to fence  ...        False
22              flower  ...        False
23             healthy  ...        False
24     to be separated  ...        False
25       sweet (taste)  ...        False
26               woman  ...         True
27      to fall asleep  ...        False
28              to cut  ...        False
29            to greet  ...        False
30                worm  ...        False
31                good  ...        False
32             to come  ...        False
33             to want  ...        False
34              to dig  ...        False
35                part  ...        False
36             morning  ...        False
37     to feel thirsty  ...        False
38            forehead  ...        False
39         evil spirit  ...        False
40  to swear (an oath)  ...        False

[41 rows x 4 columns]"
Ancient Greek,0.023715415019762844,0.1067193675889328,0.06591610805701245,506,"              source_concept  ... correct_top1
0                      thick  ...        False
1    to turn, rotate (intr.)  ...        False
2                wide, broad  ...        False
3               to fall down  ...        False
4                       noon  ...        False
..                       ...  ...          ...
501                  to sing  ...        False
502                    sharp  ...        False
503        root (of a plant)  ...        False
504                     salt  ...        False
505                     face  ...        False

[506 rows x 4 columns]"
Lithuanian,0.022727272727272728,0.07575757575757576,0.049497563874637884,132,"    source_concept target_concept    predicted_top1  correct_top1
0           sheath         vagina      edge, border         False
1     to fall down         to die    to defeat, win         False
2             noon          South               day         False
3           linden           July          ladybird         False
4     &lt;bird&gt;        freckle          ladybird         False
..             ...            ...               ...           ...
127            cow       ladybird     calf of a leg         False
128           knot  unit of speed  bow, fiddlestick         False
129          third      Wednesday     second (num.)         False
130  second (num.)        Tuesday          tomorrow         False
131            ram          Aries             brass         False

[132 rows x 4 columns]"
Udihe,0.021739130434782608,0.06521739130434782,0.04910253658810119,46,"          source_concept  ... correct_top1
0                 strong  ...        False
1                 twelve  ...        False
2    joint, articulation  ...        False
3                   leaf  ...        False
4                  eight  ...        False
5                 fourth  ...        False
6              side (n.)  ...        False
7                  beard  ...        False
8                to feel  ...        False
9         &lt;animal&gt;  ...        False
10                smooth  ...        False
11                   ten  ...        False
12                butter  ...        False
13       to play (intr.)  ...         True
14                  weak  ...        False
15                 sugar  ...        False
16                 blood  ...        False
17                  lean  ...        False
18   old man/grandfather  ...        False
19                  body  ...        False
20                  nine  ...        False
21                  leaf  ...        False
22                  five  ...        False
23                 first  ...        False
24             old woman  ...        False
25               old man  ...        False
26                 seven  ...        False
27   to hear / to listen  ...        False
28   to calculate, count  ...        False
29                to run  ...        False
30                 sixth  ...        False
31         elder brother  ...        False
32      back of the head  ...        False
33               to kill  ...        False
34                friend  ...        False
35  to get dirty, soiled  ...        False
36               to find  ...        False
37                eleven  ...        False
38       to look asquint  ...        False
39     to hit the target  ...        False
40              to ripen  ...        False
41                 third  ...        False
42       to change (tr.)  ...        False
43                orphan  ...        False
44         second (num.)  ...        False
45                  good  ...        False

[46 rows x 4 columns]"
Erzya,0.020618556701030927,0.14432989690721648,0.07505740764761247,97,"              source_concept  ... correct_top1
0               &lt;bird&gt;  ...        False
1              to burn (tr.)  ...        False
2                        dog  ...        False
3                       bull  ...        False
4                    to give  ...        False
..                       ...  ...          ...
92                   rooster  ...        False
93            to strike, hit  ...        False
94          brain (cerebrum)  ...        False
95  albumen, white of an egg  ...        False
96         root (of a plant)  ...        False

[97 rows x 4 columns]"
Osetin,0.0196078431372549,0.09803921568627451,0.05458477671504629,51,"                 source_concept  ... correct_top1
0             &lt;foreigner&gt;  ...        False
1             heavy (of weight)  ...        False
2              back (body part)  ...        False
3                           big  ...        False
4             trunk (of a tree)  ...        False
5                         black  ...        False
6                          blue  ...        False
7                         black  ...        False
8                         white  ...        False
9                      hand/arm  ...        False
10            light (of weight)  ...        False
11                     to crawl  ...        False
12               to fall asleep  ...        False
13                         neck  ...        False
14                    to endure  ...        False
15               to break (tr.)  ...        False
16                         rain  ...        False
17            root (of a plant)  ...        False
18                     strength  ...        False
19                    to suffer  ...        False
20                   man (male)  ...        False
21            flank (body part)  ...        False
22                         nose  ...        False
23                        mouth  ...        False
24            heavy (of weight)  ...        False
25               to break (tr.)  ...        False
26             to lie (posture)  ...        False
27                     fly (n.)  ...        False
28                      to sing  ...        False
29                   man (male)  ...         True
30                human, person  ...        False
31                        black  ...        False
32                plant (biol.)  ...        False
33                   to breathe  ...        False
34                to have smell  ...        False
35            light (of weight)  ...        False
36          fox (Vulpes vulpes)  ...        False
37                        black  ...        False
38                 to mix, stir  ...        False
39                       summer  ...        False
40                     hand/arm  ...        False
41           skin (of a person)  ...        False
42                    wire (n.)  ...        False
43                      to find  ...        False
44               &lt;vessel&gt;  ...        False
45           tongue (body part)  ...        False
46                plant (biol.)  ...        False
47                       father  ...        False
48                  evil spirit  ...        False
49                        grass  ...        False
50  to make a mistake, be wrong  ...        False

[51 rows x 4 columns]"
Tigre,0.018691588785046728,0.102803738317757,0.05716447415279658,107,"               source_concept  ... correct_top1
0                to fall down  ...        False
1             can, to be able  ...        False
2                       grass  ...        False
3                        part  ...        False
4             to grasp, seize  ...        False
..                        ...  ...          ...
102                     raven  ...        False
103  to follow, go after smb.  ...        False
104    to rise (of Moon, Sun)  ...        False
105       to search, look for  ...        False
106              clean (adj.)  ...        False

[107 rows x 4 columns]"
Lezgian,0.016304347826086956,0.13043478260869565,0.06493131066953838,184,"     source_concept  ... correct_top1
0               big  ...        False
1            to sow  ...        False
2          to touch  ...        False
3    to walk, to go  ...        False
4               boy  ...        False
..              ...  ...          ...
179           snake  ...        False
180            head  ...        False
181            head  ...        False
182       to answer  ...        False
183    melody, tune  ...        False

[184 rows x 4 columns]"
Old East Slavic,0.010526315789473684,0.021052631578947368,0.02658871301686084,95,"            source_concept  ... correct_top1
0                      dry  ...        False
1         right (vs. left)  ...        False
2        to see/to look at  ...        False
3                  rooster  ...        False
4        to see/to look at  ...        False
..                     ...  ...          ...
90     to inform, let know  ...        False
91           second (num.)  ...        False
92          chopped billet  ...        False
93  to penetrate, get into  ...        False
94             firm, solid  ...        False

[95 rows x 4 columns]"
Seychellois Creole,0.0,0.7272727272727273,0.3410814913795117,11,"             source_concept  ... correct_top1
0                      tree  ...        False
1                    stupid  ...        False
2                man (male)  ...        False
3                    silver  ...        False
4   child (son or daughter)  ...        False
5   child (son or daughter)  ...        False
6   child (son or daughter)  ...        False
7   child (son or daughter)  ...        False
8                    animal  ...        False
9           to hug, embrace  ...        False
10          to hug, embrace  ...        False

[11 rows x 4 columns]"
Tindi,0.0,0.6,0.25062951460069155,5,"  source_concept target_concept      predicted_top1  correct_top1
0         yellow          green               month         False
1          liver          brown             abdomen         False
2     man (male)  male (animal)             husband         False
3          mouth           beak  mouth (of a river)         False
4       to throw         to sow      to strike, hit         False"
Somali,0.0,0.5,0.12989251984818773,8,"        source_concept         target_concept predicted_top1  correct_top1
0               trench   afterbirth, placenta  opening, hole         False
1                liver         spleen (anat.)        abdomen         False
2               cattle  property, possessions  calf of a leg         False
3                empty                   zero           lazy         False
4                 fire               to shoot          smoke         False
5  to hear / to listen                to obey       to speak         False
6               number               quantity     many, much         False
7              to read        to learn, study        to obey         False"
Waorani,0.0,0.42857142857142855,0.17211825787756513,7,"            source_concept  ... correct_top1
0      to hear / to listen  ...        False
1                   yellow  ...        False
2                    tooth  ...        False
3  child (son or daughter)  ...        False
4           unripe (fruit)  ...        False
5               to breathe  ...        False
6                mist, fog  ...        False

[7 rows x 4 columns]"
Embera,0.0,0.4,0.10085683361034,5,"        source_concept target_concept predicted_top1  correct_top1
0              to read       to speak        to obey         False
1                 food           meat         potato         False
2                tooth           beak          mouth         False
3  to hear / to listen        to obey       to speak         False
4           to breathe        to rest           lung         False"
Nez Perce (Nimipuutímt),0.0,0.4,0.16729047122177193,5,"        source_concept target_concept predicted_top1  correct_top1
0               silver           gold          metal         False
1                 foam           lung           acid         False
2  to hear / to listen        to obey       to speak         False
3            yesterday       tomorrow            day         False
4                metal          money        mercury         False"
Yaminahua,0.0,0.4,0.15071020206088162,5,"            source_concept        target_concept predicted_top1  correct_top1
0                     body         human, person            day         False
1                  stomach                 heart        abdomen         False
2  child (son or daughter)  child (young person)          child         False
3      to hear / to listen               to obey       to speak         False
4                to go out            to be born       to leave         False"
Kapampangan,0.0,0.3333333333333333,0.07827865340264963,6,"    source_concept target_concept predicted_top1  correct_top1
0          already            now            day         False
1  top of the head     fontanelle           head         False
2            heart  banana flower   blood vessel         False
3         hand/arm     finger/toe  middle finger         False
4            ember            red            day         False
5           silver          money          metal         False"
Shughni,0.0,0.3333333333333333,0.1375222126048262,9,"    source_concept  ... correct_top1
0            thick  ...        False
1            thick  ...        False
2  to burn (intr.)  ...        False
3           mother  ...        False
4     young person  ...        False
5            thick  ...        False
6          morning  ...        False
7         to bring  ...        False
8          to read  ...        False

[9 rows x 4 columns]"
Kabardian,0.0,0.3333333333333333,0.11730241095234621,6,"        source_concept  ... correct_top1
0                 salt  ...        False
1       to get, obtain  ...        False
2  fox (Vulpes vulpes)  ...        False
3          firm, solid  ...        False
4             fly (n.)  ...        False
5      to grasp, seize  ...        False

[6 rows x 4 columns]"
Saramaccan,0.0,0.2857142857142857,0.1233025449573713,7,"            source_concept        target_concept predicted_top1  correct_top1
0                     iron      instrument, tool          metal         False
1               man (male)         male (animal)        husband         False
2                     meat                animal         potato         False
3  child (son or daughter)  child (young person)          child         False
4                     fire           electricity          smoke         False
5         quiet (vs. loud)                  calm           loud         False
6                     moon                 month          comet         False"
